course_code,title,credits,attrs,multi_category
CRIMJ 451,"Race, Crime, and Justice",3.0,US,False
CRIMJ 453,Women and the Criminal Justice System,3.0,US,False
CRIMJ 461,"Crime, Justice, and Society in England, 1750-1914",3.0,IL,False
CRIMJ 499,Foreign Studies,6.0,IL,False
CSD 100,"Preventing Vocal Abuse, Misuse, and Disorders",3.0,GHW;US,True
CSD 111,Preventing Hearing Loss,3.0,GHW,False
CSD 146,Introduction to Communication Sciences and Disorders,3.0,IL;US,True
CSD 240,Supporting Communication Through The Performing Arts,3.0,GS,False
CSD 269,Deaf Culture,3.0,GS;IL;US,True
CSD 300,Developmental Considerations in the Assessment and Treatment of Language Disorders,3.0,IL;US,True
CSD 462,Clinical Bases of Language Disorders /Maximum of 3,3.0,IL;US,True
CYBER 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CYBER 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CYBER 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CYBER 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CYBER 99,Foreign Studies 1-/Maximum of 12,12.0,IL,False
DA 101,Introduction to Data Analytics,3.0,GQ,False
DANCE 100,Dance Appreciation,3.0,GA;IL;US,True
DANCE 170,Dance Conditioning /Maximum of 3,1.5,GHW,False
DANCE 199,Dance Foreign Study 1-/Maximum of 12,12.0,IL,False
DANCE 225,Introduction to Hip Hop /Maximum of 6,1.5,GA,False
DANCE 230,Ballet /Maximum of 6,1.5,GA,False
DANCE 240,Jazz Dance /Maximum of 6,1.5,GA,False
DANCE 250,Tap Dance /Maximum of 6,1.5,GA,False
DANCE 260,Introduction to Modern Dance /Maximum of 6,1.5,GA,False
DANCE 261,Beginning Modern Dance I /Maximum of 6,1.5,GA,False
DANCE 270,Introduction to Bartenieff Fundamentals,3.0,GHW,False
DANCE 361,Intermediate Modern Dance I /Maximum of 6,1.5,GA,False
DANCE 362,Intermediate Modern Dance II /Maximum of 6,1.5,GA,False
DANCE 370,Anatomy and Physiology for Performers,3.0,GN,False
DANCE 399,Dance Foreign Study 1-/Maximum of 12,12.0,IL,False
DANCE 405,"Conditioning, Self-Defense, and Combat for Theatre /Maximum of 18",3.0,GHW,False
DANCE 410,Dance History,3.0,IL;US,True
DANCE 499,Dance Foreign Study 1-/Maximum of 12,12.0,IL,False
DART 102,Introduction to 2d Digital Art and Technology,3.0,GA;GH,True
DIGIT 100,Introduction to Digital Humanities /Maximum of 3,3.0,GH,False
DIGIT 220,Introduction to 2D and 3D Procedural Animation,3.0,GA;GN,True
DIGIT 499,Foreign Study 3-/Maximum of 6,6.0,IL,False
DS 200,Introduction to Data Sciences,4.0,GQ,False
DS 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
DS 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
DS 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
DS 99,Foreign Studies 1-/Maximum of 999,12.0,IL,False
EARTH 10,Energy and Earth's Climate,1.0,GN,False
EARTH 100,Environment Earth,3.0,GN,False
EARTH 101,Natural Disasters: Hollywood vs. Reality,3.0,GN;US,True
EARTH 103,Earth in the Future: Predicting Climate Change and Its Impacts Over the Next Century,3.0,GN;GS,True
EARTH 104,"Climate, Energy and Our Future",3.0,GN;GS,True
EARTH 105,Environments of Africa: Geology and Climate Change,3.0,GN;GS;IL,True
EARTH 107,"Coastal Processes, Hazards and Society",3.0,GN;GS,True
EARTH 109,The Fundamentals of Shale Energy Development,3.0,GN,False
EARTH 111,Water: Science and Society,3.0,GN;GS;US,True
EARTH 150,Dinosaur Extinctions and Other Controversies,3.0,GN,False
EARTH 155,Scientific Controversies and Public Debate,3.0,GH;GN,True
EARTH 2,The Earth System and Global Change,3.0,GN,False
EARTH 200,Earth Systems Through a Soc & Envir Justice Lens,3.0,GN;GS,True
EBF 200,Introduction to Energy and Earth Sciences Economics,3.0,GS,False
EBF 499,Foreign Study 1-/Maximum of 15,15.0,IL,False
ECON 102,Introductory Microeconomic Analysis and Policy,3.0,GS,False
ECON 104,Introductory Macroeconomic Analysis and Policy,3.0,GS,False
ECON 106,Statistical Foundations for Econometrics,3.0,GQ,False
ECON 14,Principles of Economics,3.0,GS,False
ECON 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ECON 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ECON 302,Intermediate Microeconomic Analysis,3.0,GS,False
ECON 304,Intermediate Macroeconomic Analysis,3.0,GS,False
ECON 315,Labor Economics,3.0,GS,False
ECON 323,Public Finance,3.0,GS,False
ECON 333,International Economics,3.0,GS,False
ECON 342,Industrial Organization,3.0,GS,False
ECON 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ECON 470,International Trade and Finance,3.0,IL,False
ECON 472,Russian Economic History,3.0,GH;GS;IL,True
ECON 499,Foreign Study--Economics 2-/Maximum of 6,6.0,IL,False
EDPSY 10,Individual Differences and Education,3.0,GS,False
EDPSY 101,Analysis and Interpretation of Statistical Data in Education,3.0,GQ,False
EDPSY 11,Educational Implications of Individual Differences in Childhood,3.0,GS,False
EDPSY 14,Learning and Instruction,3.0,GS,False
EDPSY 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EDPSY 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EDPSY 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EDPSY 99,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EDSGN 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EDSGN 270,Summers by Design: An International Engineering Design Experience,3.0,IL,False
EDSGN 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EDSGN 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EDSGN 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EDTHP 115,Education in American Society,3.0,GS;US,True
EDTHP 115A,Competing Rights: Issues in American Education,3.0,GS;US,True
EDTHP 115S,Competing Rights: Issues in American Education,3.0,GS;US,True
EDTHP 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EDTHP 200,Educational Reform and Public Policy,3.0,GS;US,True
EDTHP 220,"Children, Parents and Schools",3.0,GS,False
EDTHP 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EDTHP 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EDTHP 401,Introduction to Comparative Education,3.0,IL,False
EDTHP 410,The Global Impact of Education,3.0,GS,False
EDTHP 416,Sociology of Education,3.0,US,False
EDTHP 426,Economic Foundations of Education Policy,3.0,GS,False
EDTHP 447,Ethnic Minorities and Schools in the United States,3.0,US,False
EDTHP 99,Foreign Studies 1,12.0,IL,False
EDUC 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EDUC 205,Critical Race Theory in the Humanities and Social Sciences,3.0,GH;GS,True
EDUC 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EDUC 315Y,Social and Cultural Factors in Education,3.0,US,False
EDUC 399,Foreign Studies 1,12.0,IL,False
EDUC 466,Foundations of Teaching English as a Second Language,3.0,GH;GS,True
EDUC 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EDUC 99,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EE 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EE 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EE 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EE 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EGEE 101,Energy and the Environment,3.0,GN,False
EGEE 101A,Energy and the Environment,3.0,IL,False
EGEE 102,Energy Conservation for Environmental Protection,3.0,GN,False
EGEE 110,Environmental Health and Safety Science,3.0,GN;GS,True
EGEE 120,Oil: International Evolution,3.0,GS;IL;US,True
EGEE 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EGEE 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EGEE 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EGEE 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
EME 200,Subsurface Energy Engineering,3.0,GN,False
EME 210,Data Analytics for Energy Systems,3.0,GQ,False
EMSC 100S,Earth and Mineral Sciences First-Year Seminar,3.0,GWS,False
EMSC 125,Plastics in the Environment,3.0,GN,False
EMSC 240,Energy and Sustainability in Contemporary Culture /Maximum of 3,3.0,GH;GN,True
ENGL 101,Introduction to Literature,3.0,GH,False
ENGL 103,The Great Traditions in American Literature,3.0,GH;US,True
ENGL 104,The Bible as Literature,3.0,GH;IL,True
ENGL 105,American Popular Culture and Folklife,3.0,GH;US,True
ENGL 108,Buddhism and Society,3.0,GH;GS;IL;US,True
ENGL 114,Modern Pagan Traditions and Texts,3.0,GH,False
ENGL 115,Arts of Love,3.0,GA;GH,True
ENGL 118,Music and Literature,3.0,GH,False
ENGL 120,Difference in Early Literature,3.0,GH;IL,True
ENGL 124,"Legal Fictions: Law, Justice, Literature",3.0,GH;US,True
ENGL 125,On the Farm: Agriculture and Literature,3.0,GH;US,True
ENGL 126,Bad Literature,3.0,GH,False
ENGL 128,The Holocaust in Film and Literature,3.0,GA;GH;IL;US,True
ENGL 129,Shakespeare,3.0,GH;IL,True
ENGL 130,Reading Popular Texts,3.0,GH,False
ENGL 131,Weird Tales: Literature of Horror and the Supernatural,3.0,GH,False
ENGL 132,Jewish American Literature,3.0,GH;US,True
ENGL 133,Modern American Literature to World War II,3.0,GH;US,True
ENGL 134,American Comedy,3.0,GH;US,True
ENGL 135,Alternative Voices in American Literature,3.0,GH;US,True
ENGL 136,The Graphic Novel,3.0,GH,False
ENGL 137,Rhetoric and Civic Life I,3.0,GWS,False
ENGL 138T,Rhetoric and Civic Life II,3.0,GWS,False
ENGL 139,African American Literature,3.0,GH;US,True
ENGL 140,Contemporary Literature,3.0,GH,False
ENGL 141,African American Read-In Engaged Learning Experience 1-/Maximum of 6,3.0,GA;GH;US,True
ENGL 142,Science in Literature,3.0,GH;GN,True
ENGL 144,Everyday Rhetoric,3.0,GH,False
ENGL 145,Modern Irish Literature,3.0,GH;IL,True
ENGL 15,Rhetoric and Composition,3.0,GWS,False
ENGL 15A,Rhetoric and Composition,3.0,GWS;US,True
ENGL 15E,Rhetoric and Composition Enhanced,3.0,GWS,False
ENGL 15S,Rhetoric and Composition,3.0,GWS,False
ENGL 161,The Pursuit of Happiness in American Life: Historical Literature and Modern Practice,3.0,GH;GHW;US,True
ENGL 162,Communicating Care,3.0,GH;GS,True
ENGL 163,Defining the Animal,3.0,GH;GN,True
ENGL 165,Work and Literature,3.0,GH;GS,True
ENGL 170,Introduction to American Folklore,3.0,GH;GS;US,True
ENGL 175,Technological Imagination and Social Thought,3.0,GH;GS,True
ENGL 179,Exploring the Literature of Food: Current Trends in American Food Writing and Environmentalism,3.0,GH;US,True
ENGL 180,Literature and the Natural World,3.0,GH,False
ENGL 181A,Adventure Literature: Exploring the Chesapeake Bay,4.5,GH;US,True
ENGL 181B,Adventure Literature: Exploring Cape Cod,4.5,GH;US,True
ENGL 181C,The Beach: Exploring the Literature of the Atlantic Shore,4.5,GH;US,True
ENGL 181D,Adventure Literature: Exploring the Literature of American Wilderness,3.0,GH;US,True
ENGL 182,Literature and Empire,3.0,IL,False
ENGL 182A,Literature and Empire,3.0,GH;IL;US,True
ENGL 182C,Literature and Empire,3.0,GH;IL,True
ENGL 183,Adventure Literature 3-/Maximum of 12,4.5,GH;GS;IL;US,True
ENGL 184,The Short Story,3.0,GH;IL,True
ENGL 185,World Novel,3.0,GH;IL,True
ENGL 188,Young Adult Literature (YA,3.0,GH,False
ENGL 190Q,Medievalism,3.0,GA;GH,True
ENGL 191,Science Fiction,3.0,GH,False
ENGL 192,The Literature of Fantasy,3.0,GH;IL,True
ENGL 193,The Craft of Comics,3.0,GA;GH,True
ENGL 194,Women Writers,3.0,GH;IL;US,True
ENGL 199,Foreign Study--English 3-/Maximum of 6,6.0,IL,False
ENGL 2,The Great Traditions in English Literature,3.0,GH;IL,True
ENGL 201,What is Literature,3.0,GH,False
ENGL 202,Effective Writing: Honors,3.0,GWS,False
ENGL 202A,Effective Writing: Writing in the Social Sciences,3.0,GWS,False
ENGL 202B,Effective Writing: Writing in the Humanities,3.0,GWS,False
ENGL 202C,Effective Writing: Technical Writing,3.0,GWS,False
ENGL 202D,Effective Writing: Business Writing,3.0,GWS,False
ENGL 205,Children's Literature,3.0,GH,False
ENGL 206,Business and Literature,3.0,GH,False
ENGL 208,The Music of the Beatles and American Popular Culture,3.0,GA;GH;US,True
ENGL 212,Introduction to Fiction Writing,3.0,GA,False
ENGL 213,Introduction to Poetry Writing,3.0,GA,False
ENGL 214,Introduction to Creative Nonfiction Writing,3.0,GA,False
ENGL 221,British Literature to 1798,3.0,GH;IL,True
ENGL 222,British Literature from 1798,3.0,GH;IL,True
ENGL 223,"Shakespeare: Page, Stage, and Screen",3.0,GA;GH;IL,True
ENGL 224,Authors and Artists,3.0,GA;GH,True
ENGL 225,Sexuality and Modern Visual Culture,3.0,GA;GH,True
ENGL 226,Latina and Latino Border Theories,3.0,GH;IL;US,True
ENGL 227,Introduction to Queer Theory,3.0,GH;US,True
ENGL 228,Introduction to Disability Studies in the Humanities,3.0,GH;US,True
ENGL 229,Digital Studies,3.0,GH,False
ENGL 231,American Literature to 1865,3.0,GH;US,True
ENGL 231Y,American Literature to 1865,3.0,GH;US,True
ENGL 232,American Literature from 1865,3.0,GH;US,True
ENGL 232Y,American Literature from 1865,3.0,GH;US,True
ENGL 233,Chemistry and Literature,3.0,GH;GN,True
ENGL 234,"Sports, Ethics, and Literature",3.0,GH,False
ENGL 235,From Folk Shouts and Songs to Hip Hop Poetry,3.0,US,False
ENGL 236,"Inequality: Economics, Philosophy, Literature",3.0,GH;GS,True
ENGL 237,Reading and Writing Documentary Poetry,3.0,GA;GH;US,True
ENGL 240,Exploring Literary Traditions /Maximum of 6,3.0,GH,False
ENGL 245,Introduction to LGBTQ Studies,3.0,GH;US,True
ENGL 260,Theory & Practice of Screenwriting,3.0,GA,False
ENGL 261,Exploring Literary Forms /Maximum of 6,3.0,GH,False
ENGL 262,Reading Fiction,3.0,GH,False
ENGL 263,Reading Poetry,3.0,GH,False
ENGL 265,Reading Nonfiction,3.0,GH,False
ENGL 268,Reading Drama,3.0,GH,False
ENGL 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ENGL 30,Honors Rhetoric and Composition,3.0,GWS,False
ENGL 30T,Honors Freshman Composition First-Year Seminar,3.0,GWS,False
ENGL 312,Globality and Literature,3.0,IL,False
ENGL 399,Foreign Study--English 3-/Maximum of 6,6.0,IL,False
ENGL 407,History of the English Language,3.0,IL,False
ENGL 426,"Chicana and Chicano Cultural Production: Literature, Film, Music /Maximum of 3",3.0,US,False
ENGL 428,Asian American Literatures /Maximum of 6,3.0,US,False
ENGL 431,Black American Writers /Maximum of 6,3.0,US,False
ENGL 441,Chaucer,3.0,IL,False
ENGL 450,The Romantics,3.0,IL,False
ENGL 459,Writing Palestine-Israel,3.0,GH;IL,True
ENGL 461,Race in the Nineteenth Century,3.0,IL,False
ENGL 462,"Reading Black, Reading Feminist",3.0,US,False
ENGL 463,African American Autobiography,3.0,US,False
ENGL 466,African American Novel I,3.0,US,False
ENGL 467,African American Novel II,3.0,US,False
ENGL 468,African American Poetry,3.0,US,False
ENGL 469,Slavery and the Literary Imagination,3.0,US,False
ENGL 471,Rhetorical Traditions /Maximum of 6,3.0,IL,False
ENGL 476,Arab American Literature,3.0,GH;US,True
ENGL 486,The World Novel in English,3.0,IL,False
ENGL 490,Women Writers and Their Worlds,3.0,IL;US,True
ENGL 499,Foreign Study--English 3-/Maximum of 6,6.0,IL,False
ENGL 50,Introduction to Creative Writing,3.0,GA,False
ENGL 83S,First-Year Seminar in English,3.0,GH,False
ENGR 111,Introduction to Cross-Cultural Communication for Engineers,1.0,IL,False
ENGR 115,"Science, Humanity and Catastrophe: Scientific Discovery in Germany",3.0,GH;GN,True
ENGR 118,Impact of Culture on Engineering in China,3.0,IL,False
ENGR 120,Design Thinking and 3D Printing in Engineering and Healthcare,3.0,GA;GN,True
ENGR 195I,Engineering International Internship 0.5-/Maximum of 4,1.0,IL,False
ENGR 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ENGR 200,Generative AI for All,3.0,GQ;GS,True
ENGR 295I,Engineering International Cooperative Education /Maximum of 1,1.0,IL,False
ENGR 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ENGR 320Y,Design for Global Society,3.0,GS;IL;US,True
ENGR 395I,Engineering International Cooperative Education 1-/Maximum of 2,2.0,IL,False
ENGR 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ENGR 408,Leadership Principles,3.0,US,False
ENGR 409,Leadership in Organizations,3.0,US,False
ENGR 422,Leadership of International Virtual Engineering Teams,3.0,IL,False
ENGR 467Q,Robots and Their Role in Society,3.0,GH;GS,True
ENGR 495I,Engineering International Cooperative Education 1-/Maximum of 3,3.0,IL,False
ENGR 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ENGR 99,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ENT 202,"Insect Connections: Insects, Globalization and Sustainability",3.0,GN;GS,True
ENT 216,Plagues Through the Ages,3.0,GH;GN,True
ENT 222,Honey Bees and Humans,3.0,GN;GS,True
ENT 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ENVST 100,Visions of Nature,3.0,GH;GN,True
ENVST 299,Foreign Studies in Environmental Studies 1-/Maximum of 12,12.0,IL,False
ENVST 499,Foreign Studies in Environmental Studies 1-/Maximum of 12,12.0,IL,False
ERM 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ERM 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ERM 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ERM 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ESC 220,"Ethics, Society, and Science Fiction",3.0,GH;GS,True
ESL 15,ESL Composition for American Academic Communication II,3.0,GWS,False
ETI 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ETI 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ETI 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ETI 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ETI 99,Foreign Studies 1-/Maximum of 12,12.0,IL,False
FDSC 105,Food Facts and Fads,3.0,GHW,False
FDSC 125,The Gut Microbiome,3.0,GHW,False
FDSC 223,Understanding Science Through Wine Beer and Bread,3.0,GN,False
FDSC 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
FDSC 460,International Food Production /Maximum of 3,1.0,IL,False
FDSC 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
FIN 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
FIN 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
FIN 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
FIN 456,International Capital Markets,3.0,IL,False
FIN 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
FOR 123,"Forests, Trees, and People",3.0,GN;GS,True
FOR 201,Global Change and Ecosystems,3.0,GN;GS,True
FOR 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
FOR 418,"Agroforestry: Science, Design, and Practice",3.0,IL;US,True
FOR 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
FORT 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
FR 137,Paris: Anatomy of a Global City,3.0,GH;IL,True
FR 138,French Culture Through Film,3.0,GA;GH;IL,True
FR 139,France and the French-speaking World,3.0,GH;IL,True
FR 142,"French Fiction, Drama, and Film (In English",3.0,IL,False
FR 199,Foreign Study--French 1-/Maximum of 12,12.0,IL,False
FR 201,Oral Communication and Reading Comprehension,3.0,IL,False
FR 202,Grammar and Composition,3.0,IL,False
FR 299,Foreign Study--French 1-/Maximum of 12,12.0,IL,False
FR 331,French and Francophone Culture I,3.0,IL,False
FR 332,French and Francophone Culture II,3.0,IL,False
FR 351,French and Francophone Literature I,3.0,IL,False
FR 352,French and Francophone Literature II,3.0,IL,False
FR 399,Foreign Study--French 1-/Maximum of 12,12.0,IL,False
FR 401,Advanced Oral Communication,3.0,IL,False
FR 402Y,Advanced Grammar and Writing,3.0,IL,False
FR 408,French-American Business Translation,3.0,IL,False
FR 409,French for Professional Purposes,3.0,IL,False
FR 410,French Press,3.0,IL,False
FR 411,French for Global Health,3.0,IL,False
FR 417,French Phonology,3.0,IL,False
FR 418,French Syntax,3.0,IL,False
FR 430,Contemporary France,3.0,IL,False
FR 436,French and Francophone Theater,3.0,IL,False
FR 445Y,Self and Society in Eighteenth-Century France,3.0,IL,False
FR 452Y,Nineteenth-Century French Literature,3.0,IL,False
FR 458,African Literature of French Expression,3.0,IL,False
FR 460,Contemporary French Literature,3.0,IL,False
FR 470,Race and Gender Issues in Literatures in French,3.0,IL,False
FR 471,Francophone Women in Literature and Culture,3.0,IL,False
FR 487,Topics in French Film History and Theory I: 1895-1945,3.0,IL,False
FR 488,Topics in French Film History and Theory II: 1945-2002,3.0,IL,False
FR 499,Foreign Study--French 1-/Maximum of 12,12.0,IL,False
FRNAR 100,Introduction to Forensic Photography,3.0,GA,False
FRNSC 100,Introduction to Forensic Science,3.0,GN,False
FRNSC 200,Introduction to Crime Scene Investigation,3.0,GN,False
GAME 140,Gaming and Interactive Media,3.0,GS,False
GAME 160,Introduction to Video Game Culture,3.0,GA;GH;US,True
GAME 180,The Art and Science of Virtual Worlds,3.0,GA;GN,True
GAME 220,Introduction to Game Design,3.0,GA,False
GAME 250,Technical Game Development,3.0,GQ,False
GAME 251,2D Game Programming,3.0,GQ,False
GD 100,Introduction to Graphic Design,3.0,GA,False
GD 110,User Experience Design: Concepts and Principles /Maximum of 6,3.0,GA,False
GD 115,Visualizing Information,3.0,GA;GH,True
GD 210,User Interface Design and Prototyping /Maximum of 6,3.0,GA,False
GD 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
GD 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
GEOG 1,Global Parks and Sustainability,3.0,GN;GS;IL;US,True
GEOG 107,Immersive Technologies - Transforming Society Through Digital Innovation /Maximum of 3,3.0,GN;GS,True
GEOG 115,Landforms of the World /Maximum of 3,3.0,GN,False
GEOG 124,Elements of Cultural Geography,3.0,IL,False
GEOG 126,Economic Geography,3.0,GS;IL;US,True
GEOG 128,Geography of International Affairs,3.0,GS;IL,True
GEOG 160,Mapping Our Changing World,3.0,GS,False
GEOG 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
GEOG 2,Apocalyptic Geographies: How can we prevent the end of the world?,3.0,GH;GS;IL;US,True
GEOG 20,Human Geography: An Introduction /Maximum of 3,3.0,IL;US,True
GEOG 20U,Human Geography: An Introduction,3.0,IL;US,True
GEOG 210,Geographic Perspectives on Environmental Systems Science,3.0,GN,False
GEOG 220,Perspectives on Human Geography,3.0,GS;IL;US,True
GEOG 260,Geographic Information in a Changing World: Introduction to GIScience,3.0,GS,False
GEOG 265,Fundamentals of Geospatial Data Science,3.0,GQ,False
GEOG 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
GEOG 3,Food and the Future Environment,3.0,GN;GS,True
GEOG 30,Environment and Society in a Changing World,3.0,GN;GS;IL;US,True
GEOG 315,Landforms and Geomorphic Systems in the Anthropocene,3.0,GN,False
GEOG 320,Urban Geography: A Global Perspective,3.0,IL;US,True
GEOG 324,"Place, Space and Culture",3.0,GS;IL;US,True
GEOG 326,Geographic Perspectives on Economic Systems,3.0,GS,False
GEOG 330,Political Ecology,3.0,GN;GS,True
GEOG 332,Science and policy of global greenhouse gas emissions and management,3.0,GN;GS,True
GEOG 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
GEOG 4,Earth and Environmental Systems Geography,3.0,GN,False
GEOG 40,World Regional Geography,3.0,GS;IL,True
GEOG 420Y,Comparative Urbanism,3.0,IL;US,True
GEOG 425,"Geography of Race, Class, and Poverty in America",3.0,US,False
GEOG 426,Gendered Worlds,3.0,IL;US,True
GEOG 428,Political Geography,3.0,IL;US,True
GEOG 429,Geographic Perspectives on Global Urbanization,3.0,IL;US,True
GEOG 444,Resource Governance in Africa,3.0,IL,False
GEOG 448,Neighborhoods and Health Equity,3.0,US,False
GEOG 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
GEOG 6,Maps and the Geospatial Revolution,3.0,GN;GS,True
GEOSC 10,Geology of the National Parks,3.0,GN,False
GEOSC 107,"Rocks, Minerals, and the History of Art",3.0,GA;GN,True
GEOSC 110,The Science of Gemstones,3.0,GN,False
GEOSC 20,Planet Earth,3.0,GN,False
GEOSC 210,Geoscience Data Analytics,3.0,GQ,False
GEOSC 212,Earthquakes and Human History,3.0,GH;GN,True
GEOSC 30,Volcanoes,3.0,GN,False
GEOSC 40,The Sea Around,3.0,GN,False
GEOSC 402Y,Natural Disasters,3.0,IL,False
GEOSC 435,GEOSCHOLARSHIP,3.0,GWS,False
GEOSC 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
GEOSC 50,Planetary Geology,3.0,GN,False
GER 100,German Culture and Civilization,3.0,GH;IL,True
GER 115,"Science, Humanity and Catastrophe: Scientific Discovery in Germany",3.0,GH;GN,True
GER 123,Genocide in Global perspectives: Twentieth Century and beyond,3.0,GH;IL,True
GER 128,The Holocaust in Film and Literature,3.0,GA;GH;IL;US,True
GER 131,"Gender and Sexuality in Weimar Berlin, 1918 - 1933",3.0,GH,False
GER 143,The Culture of Stalinism and Nazism,3.0,GH;IL,True
GER 157,The Amish,3.0,GH;GS;US,True
GER 166,"Marx, Nietzsche, Freud",3.0,GH;IL,True
GER 175,Germanic Heroic and Medieval Literature in English Translation,3.0,GH;IL,True
GER 189,German Film,3.0,GA;GH;IL,True
GER 190,Twentieth-Century German Literature in English Translation,3.0,GH;IL,True
GER 197E,Special Topics /,3.0,GH;GN,True
GER 199,Foreign Study--German 3-/Maximum of 6,6.0,IL,False
GER 200,Contemporary German Culture,3.0,GH;GS;IL,True
GER 201,Conversation and Composition,4.0,IL,False
GER 245,The Vikings,3.0,GH;IL,True
GER 299,Foreign Study--German 3-/Maximum of 6,6.0,IL,False
GER 301,Intermediate Speaking and Listening,3.0,IL,False
GER 308Y,German Business Communication,3.0,IL,False
GER 310,Introduction to the Study of German Literature,3.0,IL,False
GER 344,Intermediate German Culture,3.0,IL,False
GER 399,Foreign Study--German 3-/Maximum of 12,12.0,IL,False
GER 401Y,Advanced Composition,3.0,IL,False
GER 408,Advanced German Business Communications,3.0,IL,False
GER 412,Introduction to German linguistics,3.0,IL,False
GER 420,Genre 3-/Maximum of 9,9.0,IL,False
GER 430,History of the German Language,3.0,IL,False
GER 440,Seminar in German Culture 3-/Maximum of 6,6.0,IL,False
GER 472,Romanticism,3.0,IL,False
GER 499,Foreign Study--German 3-/Maximum of 12,12.0,IL,False
GER 83,First-Year Seminar in German,3.0,GH;IL;US,True
GER 99,Foreign Study--German 1-/Maximum of 12,12.0,IL,False
GLIS 101,Globalization,3.0,GH;GS;IL,True
GLIS 102,Global Pathways,3.0,GH;GS;IL,True
GLIS 310,"Language Rights, Policy, and Planning",3.0,IL,False
GLIS 400Y,Seminar in Global and International Studies /Maximum of 3,3.0,IL,False
GLIS 410,The Global Impact of Education,3.0,GS,False
GLIS 478,China and the World,3.0,IL,False
GREEK 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
GREEK 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
GREEK 99,Foreign Studies 1-/Maximum of 12,12.0,IL,False
HCDD 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
HCDD 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
